sample_group	scientific_name	latitude_wgs84	longitude_wgs84	etrs_tm35fin_easting_m	etrs_tm35fin_northing_m	coordinate_accuracy_m	temp_mean_7d	temp_mean_14d	temp_mean_30d	temp_min_7d	temp_max_7d	rain_mean_7d	rain_mean_14d	rain_mean_30d	rainy_days_14d	event_year	event_month	day_of_year	Has Boletus edulis	longitude_partition
other_agaricoid	Naucoria bohemica	61.421492	26.850031	491996.504	6809745.714	1	5.0198	6.5806	11.2873	-0.4105	10.748	0.1745	1.779	1.9025	8	2019	9	269	0	5
other_agaricoid	Cantharellula umbonata	68.970311	26.851466	494051.491	7651058.886	1	10.9738	10.7493	11.6291	2.7701	18.9381	0.5671	2.7785	4.0846	9	2018	9	244	0	5
other_agaricoid	Inocybe lilacina	61.419648	26.852698	492138.372	6809539.984	1	5.0198	6.5806	11.2873	-0.4105	10.748	0.1745	1.779	1.9025	8	2019	9	269	0	5
boletus_edulis	Boletus edulis	61.17752	26.86099	492523.526	6782568.541	10	19.5779	17.1592	17.4833	12.3551	29.505	0.8893	5.0287	3.1208	8	2026	7	196	1	5
other_agaricoid	Xeromphalina campanella	61.183793	26.862028	492580.828	6783267.156	1	12.3181	11.1112	12.4495	5.9554	18.4143	3.1169	2.4149	3.3916	7	2021	9	256	0	5
other_agaricoid	Chroogomphus rutilus	61.17411	26.86676	492833.084	6782188.064	100	14.9512	15.1132	16.3859	8.7058	21.155	3.4821	2.3922	1.7716	11	2026	8	236	0	5
other_agaricoid	Amanita porphyria	61.17519	26.86728	492861.299	6782308.306	100	15.5711	15.5308	16.3266	8.1579	22.6	1.7866	1.7133	1.2088	10	2026	8	232	0	5
boletus_edulis	Boletus edulis	61.17579	26.86962	492987.295	6782374.885	10	14.9512	15.1132	16.3859	8.7058	21.155	3.4821	2.3922	1.7716	11	2026	8	236	1	5
other_agaricoid	Lactarius lacunarum	60.513081	26.873121	493032.856	6708560.796	1000	17.0919	17.5701	17.7061	9.6169	24.7035	1.6991	1.2887	1.1485	8	2024	9	247	0	5
other_agaricoid	Tubaria confragosa	61.944744	26.873632	493369.206	6868031.052	1000	8.9925	9.4337	10.2256	2.857	17.2644	0.1825	1.2717	2.093	7	2017	9	268	0	5
boletus_edulis	Boletus edulis	61.19605	26.87958	493527.166	6784630.568	82	14.7632	14.9801	16.1907	8.6129	21.0793	3.4705	2.3684	1.7469	11	2026	8	237	1	5
boletus_edulis	Boletus edulis	61.39604	26.88741	493986.441	6806906.571	100	13.7279	15.2207	15.913	6.4132	22.2797	1.4488	2.0709	1.3578	6	2020	8	242	1	5
other_agaricoid	Volvariella bombycina	60.914372	26.899772	494564.5	6753253.93	1	19.5075	18.0324	18.4761	12.0661	26.3618	0.4744	1.5485	2.7828	6	2023	7	200	0	5
other_agaricoid	Volvariella bombycina	60.914372	26.899772	494564.5	6753253.93	1	19.5075	18.0324	18.4761	12.0661	26.3618	0.4744	1.5485	2.7828	6	2023	7	200	0	5
other_agaricoid	Hypholoma capnoides	61.40922	26.91754	495597.573	6808372.302	476	16.8943	16.2259	15.1818	9.378	26.3745	2.8883	3.1885	2.5484	7	2026	6	172	0	5
boletus_edulis	Boletus edulis	61.99065	26.92444	496041.16	6873140.854	65	13.6874	14.9418	16.183	7.8868	21.2833	6.4664	4.5924	3.3553	11	2021	8	235	1	5
other_agaricoid	Cortinarius violaceus	68.890362	26.931309	497239.079	7642138.633	1	10.8571	10.4571	10.4633	2.6	18.0	0.0367	0.8991	2.3316	6	2014	9	250	0	5
boletus_edulis	Boletus edulis	60.4592	26.93454	496399.511	6702554.823	48	20.3026	18.5202	17.969	12.6721	30.6339	0.0973	2.6039	4.2229	7	2026	7	199	1	5
boletus_edulis	Boletus edulis	61.089949	26.940321	496781.343	6772807.812	1000	16.818	16.966	17.8021	8.148	22.8214	0.6507	2.1282	2.6744	9	2024	8	235	1	5
boletus_edulis	Boletus edulis	60.45692	26.94209	496814.559	6702300.499	100	13.7546	13.3599	15.9437	8.4094	18.5516	3.1633	3.3865	2.2566	11	2025	8	243	1	5
boletus_edulis	Boletus edulis	62.1783	26.9688	498375.387	6894043.595	1	15.0796	15.6514	17.5943	6.116	24.0833	2.3566	2.4376	1.6735	10	2018	8	240	1	5
boletus_edulis	Boletus edulis	68.973438	26.987822	499512.363	7651400.411	1	11.2035	10.1075	11.2108	1.9564	17.9014	0.6822	0.4908	1.8046	6	2020	9	251	1	5
boletus_edulis	Boletus edulis	61.20981	26.99945	499970.449	6786157.306	441	17.6723	17.6149	17.5255	11.3107	24.7818	1.3591	0.6797	3.316	4	2023	7	203	1	5
other_agaricoid	Russula vitellina	62.570652	27.000311	500015.984	6937753.986	10	11.9862	12.1479	14.078	5.6253	19.8535	2.9367	4.0261	4.254	9	2021	8	243	0	5
other_agaricoid	Lactarius musteus	61.859425	27.007926	500417.054	6858520.139	1000	5.876	7.7578	11.782	-2.1389	15.2319	0.0	1.7396	2.4054	5	2025	10	275	0	5
boletus_edulis	Boletus edulis	62.76407	27.02737	501397.537	6959303.324	14	13.292	11.8314	13.7491	6.608	20.4909	0.7186	0.7353	1.2327	7	2025	9	246	1	5
other_agaricoid	Lactarius musteus	69.74315	27.02759	501066.095	7737230.55	100	14.3491	14.2057	13.5819	5.5852	20.7801	0.2521	2.1489	2.2722	4	2022	8	236	0	5
other_agaricoid	Gomphidius glutinosus	62.76384	27.02861	501460.864	6959277.727	10	13.292	11.8314	13.7491	6.608	20.4909	0.7186	0.7353	1.2327	7	2025	9	246	0	5
boletus_edulis	Boletus edulis	62.63733	27.04726	502423.488	6945183.52	12	12.8502	14.8753	13.5427	8.7906	18.0591	5.8908	6.0294	3.1787	11	2025	9	262	1	5
other_agaricoid	Hypholoma marginatum	63.62405	27.05786	502868.02	7055123.414	10	5.0974	5.9795	10.1357	-2.536	12.5115	0.0	0.1918	1.9701	1	2025	10	278	0	5
other_agaricoid	Lycoperdon excipuliforme	62.63916	27.06212	503185.311	6945388.049	10	12.8377	14.8625	13.5264	8.754	18.0432	5.9419	6.0381	3.1893	11	2025	9	262	0	5
other_agaricoid	Lactarius deterrimus	63.36854	27.06845	503423.386	7026653.767	10	9.4921	9.9849	13.3655	-0.4194	19.648	2.6761	1.5909	6.0185	10	2024	9	272	0	5
boletus_edulis	Boletus edulis	62.65196	27.06922	503547.845	6946814.485	10	18.0279	15.905	17.0786	7.3556	26.5961	0.0637	1.5193	4.0142	7	2020	7	202	1	5
boletus_edulis	Boletus edulis	62.652	27.06923	503548.353	6946818.942	16	11.2994	13.4969	15.2284	6.5689	17.0483	6.386	5.5879	5.8632	13	2021	8	238	1	5
boletus_edulis	Boletus edulis	62.65202	27.06929	503551.426	6946821.173	10	18.0279	15.905	17.0786	7.3556	26.5961	0.0637	1.5193	4.0142	7	2020	7	202	1	5
boletus_edulis	Boletus edulis	62.65197	27.0693	503551.944	6946815.603	10	18.0279	15.905	17.0786	7.3556	26.5961	0.0637	1.5193	4.0142	7	2020	7	202	1	5
boletus_edulis	Boletus edulis	62.65199	27.06944	503559.118	6946817.839	10	18.7762	16.1838	17.1444	7.3556	26.5961	1.2496	1.9341	4.2909	7	2020	7	203	1	5
other_agaricoid	Lycoperdon molle	61.659914	27.07521	503983.135	6836297.473	10	12.3143	12.1786	14.2633	4.5	21.5	0.1178	2.9127	3.1835	7	2014	9	249	0	5
other_agaricoid	Russula paludosa	63.62144	27.08073	504002.013	7054833.818	10	10.3167	12.5589	16.7765	1.6504	18.9182	0.4312	1.3904	1.5727	7	2025	8	235	0	5
boletus_edulis	Boletus edulis	63.6246	27.08588	504256.84	7055186.259	10	15.6663	15.3304	16.4214	4.2278	22.1938	6.194	5.7647	2.9325	10	2021	8	223	1	5
boletus_edulis	Boletus edulis	69.649159	27.098189	503810.931	7726752.102	1	15.6902	16.6086	16.7737	7.4877	26.2596	5.1086	3.8047	2.8177	12	2025	8	223	1	5
boletus_edulis	Boletus edulis	63.60703	27.11118	505514.295	7053230.425	100	12.4851	13.9811	15.4359	5.9752	19.5268	9.6912	6.3515	5.6355	13	2021	8	236	1	5
boletus_edulis	Boletus edulis	61.42689	27.1121	505981.484	6810342.946	100	15.3535	13.6813	14.1813	6.8538	23.9372	0.3209	1.568	1.1521	7	2025	9	249	1	5
boletus_edulis	Boletus edulis	61.67536	27.11213	505935.459	6838020.901	32	15.0788	16.179	16.5219	10.9093	21.7979	5.5886	3.4081	2.4483	12	2021	8	232	1	5
other_agaricoid	Inocybe moravica	62.628812	27.11652	505976.846	6944239.029	100	11.4125	12.6234	14.3351	4.1203	17.5677	2.197	2.0051	3.1339	7	2017	9	244	0	5
other_agaricoid	Apioperdon pyriforme	62.616603	27.118833	506097.995	6942879.029	100	10.9432	10.9505	13.695	4.9218	19.8495	0.9348	3.4588	3.5055	9	2021	9	246	0	5
boletus_edulis	Boletus edulis	60.656998	27.122239	506682.565	6724589.426	1	3.2481	5.6383	6.9581	-4.8841	9.0515	0.4903	1.6987	2.0299	11	2022	10	297	1	5
other_agaricoid	Lactarius turpis	63.37904	27.12496	506247.334	7027827.97	10	6.0301	7.2075	8.4418	1.6507	12.3344	2.3516	1.8769	3.0878	11	2021	9	261	0	5
boletus_edulis	Boletus edulis	61.67322	27.12703	506724.636	6837783.963	10	15.5355	15.179	15.5074	7.0035	22.9883	1.1627	2.5944	2.2848	7	2020	8	216	1	5
other_agaricoid	Armillaria borealis	63.48616	27.12765	506358.035	7039763.946	10	12.7091	13.2299	13.9551	1.473	20.0181	0.33	2.5209	2.7784	8	2026	8	241	0	5
boletus_edulis	Boletus edulis	61.61235	27.12777	506777.116	6831003.426	10	16.526	17.6585	18.2435	10.7233	23.2107	1.9033	2.3643	2.4581	8	2024	8	220	1	5
boletus_edulis	Boletus edulis	61.59788	27.12793	506788.769	6829391.566	10	16.3566	18.0471	18.3599	9.6669	22.8512	2.4258	2.4499	2.5303	8	2024	8	219	1	5
other_agaricoid	Cantharellula umbonata	63.37857	27.13168	506583.405	7027776.274	10	6.0301	7.2075	8.4418	1.6507	12.3344	2.3516	1.8769	3.0878	11	2021	9	261	0	5
other_agaricoid	Phaeogalera stagnina	64.41554	27.141644	506825.04	7143327.869	1	10.3645	13.0955	14.2024	7.1993	14.7876	3.2693	2.549	3.4192	9	2017	8	241	0	5
other_agaricoid	Pleurotus pulmonarius	63.64902	27.14985	507421.28	7057913.147	100	16.1183	15.5903	15.7183	10.0853	24.3434	6.2221	5.7548	4.0217	11	2023	7	212	0	5
boletus_edulis	Boletus edulis	63.64937	27.15525	507688.619	7057952.785	10	16.1252	15.0231	16.4655	6.5073	25.369	2.6906	3.1163	4.2828	10	2020	7	200	1	5
boletus_edulis	Boletus edulis	63.62561	27.16531	508193.674	7055306.532	38	10.6743	12.8554	14.5869	5.4457	17.1075	9.9955	6.8039	5.825	12	2021	8	239	1	5
boletus_edulis	Boletus edulis	63.64638	27.16687	508264.957	7057621.068	100	14.0098	15.0549	15.571	5.6828	20.5387	2.9554	3.268	3.7405	10	2026	8	225	1	5
other_agaricoid	Neolentinus lepideus	62.300672	27.167738	508698.95	6907687.316	1000	15.1682	15.3161	14.9216	7.4778	21.3134	3.5356	3.367	2.9115	8	2018	7	188	0	5
other_agaricoid	Clitocybe fragrans	63.64786	27.16917	508378.438	7057786.279	100	9.5585	12.0675	13.2237	2.728	16.4018	2.9319	2.9318	2.1429	11	2025	9	267	0	5
other_agaricoid	Bolbitius titubans	63.64742	27.17119	508478.613	7057737.517	100	11.3624	12.7308	13.7209	1.2682	21.6941	4.1133	2.2014	2.4232	4	2023	9	261	0	5
boletus_edulis	Boletus edulis	63.64626	27.17151	508494.809	7057608.304	100	16.9645	16.5903	16.4908	8.3684	25.4883	5.2726	3.3703	2.9125	8	2024	9	249	1	5
boletus_edulis	Boletus edulis	63.64628	27.17151	508494.803	7057610.533	100	11.6206	13.4816	13.5903	4.6909	16.405	3.9054	3.2751	2.3251	12	2025	9	265	1	5
other_agaricoid	Amanita rubescens	63.64809	27.18342	509084.119	7057813.853	100	13.5422	13.836	16.3344	4.5221	20.4456	2.3315	1.2293	1.9678	5	2023	8	242	0	5
boletus_edulis	Boletus edulis	63.6472	27.18417	509121.55	7057714.79	252	9.8006	10.0005	13.0138	3.0099	19.4734	0.2734	3.7571	4.6485	8	2021	9	247	1	5
other_agaricoid	Russula vesca	63.55896	27.18755	509317.782	7047883.027	100	13.0743	12.2679	13.5482	4.7478	20.6782	4.1726	3.9428	3.2498	9	2023	9	268	0	5
boletus_edulis	Boletus edulis	63.64397	27.18818	509321.215	7057355.459	100	16.162	16.4158	16.6518	8.5626	22.8673	2.3788	1.7	2.0498	8	2024	8	238	1	5
other_agaricoid	Bovista plumbea	63.5562	27.18933	509407.125	7047575.753	100	17.6496	16.3063	16.6284	8.7198	25.8199	1.6351	1.5238	2.9202	12	2026	8	215	0	5
boletus_edulis	Boletus edulis	63.5634	27.1911	509492.674	7048378.278	10	17.0979	16.3024	16.4774	8.6182	26.0251	1.3458	1.4673	2.7979	11	2026	8	216	1	5
other_agaricoid	Nidularia deformis	63.65337	27.19363	509588.0	7058403.678	100	13.5367	11.8528	13.2657	7.8435	20.8392	2.293	4.7015	3.2996	13	2023	9	271	0	5
boletus_edulis	Boletus edulis	63.56485	27.19712	509791.212	7048540.752	10	6.7852	8.1505	8.5241	0.1432	12.3601	0.4181	1.1325	0.8661	8	2022	9	271	1	5
boletus_edulis	Boletus edulis	63.5649	27.19747	509808.58	7048546.377	10	16.8291	17.0933	16.692	8.3082	23.9599	13.9026	7.462	5.4696	6	2024	9	258	1	5
other_agaricoid	Lactarius turpis	61.681503	27.198751	510518.534	6838716.152	1	11.4305	13.8358	15.0262	4.004	18.9349	0.3881	1.7303	0.9602	5	2020	9	245	0	5
other_agaricoid	Kuehneromyces mutabilis	63.55721	27.20001	509937.423	7047689.907	100	14.7028	15.9593	16.0235	9.051	20.5006	4.667	3.0072	3.7294	10	2026	8	223	0	5
other_agaricoid	Lactarius rufus	63.64718	27.20011	509911.029	7057714.934	701	7.4334	7.9433	9.8238	0.1319	16.0179	3.6231	1.9412	3.5687	8	2021	9	259	0	5
boletus_edulis	Boletus edulis	61.90312	27.20562	510803.987	6863404.797	12	16.1417	16.5538	17.8786	6.4907	23.0493	1.2407	2.869	1.4824	10	2021	8	222	1	5
other_agaricoid	Cortinarius armillatus	63.6485	27.20734	510268.638	7057863.158	100	16.2413	16.2294	16.2181	9.1951	22.9718	1.7439	1.6745	2.0962	7	2024	8	240	0	5
other_agaricoid	Armillaria borealis	63.5571	27.20842	510355.31	7047678.984	100	14.7028	15.9593	16.0235	9.051	20.5006	4.667	3.0072	3.7294	10	2026	8	223	0	5
other_agaricoid	Apioperdon pyriforme	63.560833	27.210278	510446.257	7048095.237	1	14.7563	14.2817	15.4993	7.3643	19.4102	3.7314	2.9876	2.012	7	2023	9	249	0	5
other_agaricoid	Tapinella atrotomentosa	63.6449	27.21411	510605.269	7057463.126	100	14.6253	14.8129	14.593	5.3458	22.0842	0.0	2.3512	1.7256	5	2023	9	255	0	5
boletus_edulis	Boletus edulis	69.437353	27.218131	508550.38	7703145.46	1000	9.808	9.6179	10.3951	2.8342	17.3925	0.976	1.3646	1.9737	11	2020	9	249	1	5
boletus_edulis	Boletus edulis	61.039609	27.220773	511925.805	6767219.296	100	16.7712	16.922	17.8011	8.0119	22.9383	0.6667	2.2067	2.4222	9	2024	8	235	1	5
other_agaricoid	Amanita muscaria	61.039609	27.220773	511925.805	6767219.296	100	16.7712	16.922	17.8011	8.0119	22.9383	0.6667	2.2067	2.4222	9	2024	8	235	0	5
other_agaricoid	Kuehneromyces mutabilis	61.68053	27.22084	511687.919	6838611.533	100	19.4912	18.3813	17.7853	8.7918	29.7603	0.0	1.0475	1.6235	1	2022	8	229	0	5
boletus_edulis	Boletus edulis	60.652562	27.223862	512239.766	6724109.978	1	13.947	15.1265	14.8579	5.3972	19.7841	4.169	3.4051	2.7628	11	2025	9	265	1	5
boletus_edulis	Boletus edulis	60.646751	27.224672	512286.265	6723462.91	1	8.1351	8.6086	8.4472	-4.6395	13.7714	2.8744	2.8955	2.0336	10	2022	10	289	1	5
other_agaricoid	Cortinarius semisanguineus	69.155197	27.225507	508955.341	7671683.933	1000	11.3367	10.9906	11.6187	1.0974	18.8956	0.8622	3.3002	4.1192	10	2018	8	243	0	5
other_agaricoid	Clitocybe fragrans	61.66784	27.22962	512157.585	6837199.536	100	10.6109	11.775	13.2514	3.5561	17.2925	8.1815	4.78	3.028	10	2020	9	257	0	5
other_agaricoid	Laccaria laccata	69.461066	27.237762	509309.605	7705792.554	1000	9.4123	9.4135	10.1777	0.465	18.2793	0.5339	2.5007	3.8155	9	2018	9	244	0	5
boletus_edulis	Boletus edulis	69.13045	27.23954	509523.398	7668926.616	100	15.1148	16.4207	17.1791	5.8777	24.0724	4.1528	3.0609	3.6125	9	2025	8	228	1	5
other_agaricoid	Ampulloclitocybe clavipes	63.33723	27.24517	512274.994	7023186.765	10	13.7874	14.5917	14.6948	6.4655	21.4831	0.5661	2.3439	1.8037	7	2023	9	254	0	5
boletus_edulis	Boletus edulis	61.708167	27.245279	512969.741	6841694.8	1000	14.6278	15.0184	14.5711	6.4047	23.1571	1.9562	2.448	1.2249	10	2019	8	236	1	5
other_agaricoid	Mycetinis scorodonius	60.568316	27.247633	513574.788	6714731.531	100	14.3082	14.201	15.1957	4.2951	21.4513	0.1936	2.6924	2.4272	5	2016	9	256	0	5
other_agaricoid	Lactarius mammosus	60.568316	27.247633	513574.788	6714731.531	100	14.3082	14.201	15.1957	4.2951	21.4513	0.1936	2.6924	2.4272	5	2016	9	256	0	5
other_agaricoid	Sarcomyxa serotina	60.96011	27.25127	513607.164	6758370.32	110	4.142	5.4936	7.3531	-3.7888	11.8627	6.0799	4.1495	2.3612	12	2021	10	296	0	5
boletus_edulis	Boletus edulis	61.69935	27.25166	513310.95	6840713.914	10	11.5558	13.3889	15.045	6.7429	17.4697	3.406	4.473	3.2945	10	2021	8	239	1	5
boletus_edulis	Boletus edulis	61.486034	27.25355	513503.409	6816952.235	1	4.8124	7.8308	12.0339	-0.6988	10.8032	0.404	2.7038	1.8304	10	2019	9	267	1	5
boletus_edulis	Boletus edulis	61.65852	27.25706	513614.532	6836166.767	12	14.9223	16.3124	16.6193	7.7011	21.6063	1.5694	1.1288	2.7915	8	2026	7	208	1	5
other_agaricoid	Gomphidius glutinosus	61.62783	27.26025	513797.147	6832748.74	811	17.9999	17.35	17.438	7.3057	28.1185	1.9459	1.8711	1.7282	8	2022	8	220	0	5
boletus_edulis	Boletus edulis	61.687584	27.260399	513778.421	6839405.055	1	10.668	11.6362	12.8179	4.5209	16.3522	7.0681	4.8939	3.0648	11	2020	9	259	1	5
other_agaricoid	Coprinellus micaceus	61.65199	27.26155	513855.255	6835440.307	100	10.2735	11.1923	13.8488	3.2277	20.4345	1.8376	2.5125	2.6566	6	2021	9	247	0	5
other_agaricoid	Russula vesca	61.67372	27.26275	513909.053	6837861.173	32	15.0471	16.4098	16.7144	7.4157	21.9004	1.5783	1.1346	2.8005	9	2026	7	208	0	5
other_agaricoid	Bolbitius titubans	61.68086	27.26846	514208.039	6838657.767	10	2.5492	6.1156	9.1859	-3.3174	8.4932	1.7738	1.7166	1.1044	8	2020	10	294	0	5
other_agaricoid	Hohenbuehelia petaloides	63.03021	27.27001	513662.531	6988983.824	291	15.9823	16.7155	16.2883	9.5651	24.1598	10.8188	5.9757	4.8467	6	2024	9	259	0	5
other_agaricoid	Aphanobasidium pseudotsugae	63.552802	27.270658	513449.607	7047211.654	1	8.2178	7.1136	7.4845	1.5907	14.5074	0.0113	0.429	1.0839	4	2021	10	277	0	5
other_agaricoid	Cortinarius semisanguineus	62.76971	27.27855	514220.265	6959962.135	230	14.2309	14.3987	15.6426	9.766	20.3015	2.8279	2.0406	1.8848	8	2026	8	236	0	5
boletus_edulis	Boletus edulis	61.701605	27.282083	514919.006	6840971.71	1	11.1311	11.0152	12.9017	0.6314	21.0873	0.5255	1.8179	2.0672	11	2018	9	268	1	5
other_agaricoid	Lepiota cristata	61.69727	27.28394	515019.327	6840489.238	100	12.9206	12.1202	13.8034	3.5776	19.6461	3.6978	1.9965	1.6376	10	2020	9	253	0	5
boletus_edulis	Boletus edulis	61.50618	27.2846	515147.248	6819203.162	10	15.3787	17.0817	15.9505	8.7132	23.8722	4.5904	3.3874	4.2443	8	2020	7	211	1	5
other_agaricoid	Conocybe apala	61.50636	27.28494	515165.256	6819223.292	10	18.8016	17.9591	17.6498	7.9463	28.3207	2.1807	2.0238	1.958	9	2022	8	218	0	5
other_agaricoid	Cortinarius armillatus	61.50613	27.28523	515180.803	6819197.739	10	18.2976	17.1348	16.6487	12.1991	27.725	1.0808	1.8508	2.6197	5	2020	8	222	0	5
boletus_edulis	Boletus edulis	62.78803	27.28837	514712.449	6962005.421	57	14.2072	14.3768	15.6239	9.4208	20.2961	2.9006	2.1043	1.9122	8	2026	8	236	1	5
other_agaricoid	Laccaria laccata	61.49942	27.29808	515868.133	6818453.358	10	11.7243	11.7676	14.5773	2.0948	20.8715	4.6408	2.3457	2.3916	8	2024	9	273	0	5
boletus_edulis	Boletus edulis	61.68796	27.30879	516338.71	6839458.136	100	11.7147	13.542	15.2004	7.435	17.5111	3.255	4.2649	3.2388	10	2021	8	239	1	5
other_agaricoid	Psathyrella piluliformis	61.407783	27.310131	516558.193	6808248.799	10	4.4751	6.1345	11.0444	-0.9487	10.5231	0.1483	1.9338	1.8667	10	2019	9	269	0	5
other_agaricoid	Agaricus sylvicola	62.473442	27.312616	516119.283	6926962.872	1	12.1209	11.5569	12.8568	9.5663	15.9967	7.1776	3.8981	2.8097	7	2017	9	257	0	5
other_agaricoid	Coprinopsis acuminata	62.473471	27.313434	516161.445	6926966.307	1	10.2527	10.691	11.7016	6.3628	15.5338	2.3688	3.9111	2.5289	8	2017	9	261	0	5
other_agaricoid	Kuehneromyces mutabilis	63.17216	27.3143	515826.225	7004809.749	38	12.4514	13.4311	14.0127	3.2168	20.8714	5.9478	3.4959	2.9101	6	2023	9	265	0	5
boletus_edulis	Boletus edulis	61.77918	27.3149	516612.811	6849621.203	32	16.9068	18.1052	19.6415	4.0314	30.155	0.0062	0.3508	0.3962	2	2021	7	208	1	5
boletus_edulis	Boletus edulis	61.672077	27.315167	516684.695	6837690.47	1000	12.5	12.3929	14.5233	4.1	21.5	0.1188	2.8603	3.1383	7	2014	9	249	1	5
other_agaricoid	Lactarius torminosus	63.17266	27.32592	516411.051	7004868.376	100	14.5963	14.3316	14.7094	2.6774	20.2141	1.5203	1.8622	2.4265	7	2026	9	244	0	5
boletus_edulis	Boletus edulis	61.40768	27.326627	517438.983	6808241.623	1000	4.5282	7.5426	11.8263	-1.1565	10.5638	0.3324	2.7811	1.8681	11	2019	9	267	1	5
other_agaricoid	Cortinarius brunneus	61.40768	27.326627	517438.983	6808241.623	1000	4.5282	7.5426	11.8263	-1.1565	10.5638	0.3324	2.7811	1.8681	11	2019	9	267	0	5
other_agaricoid	Lactarius utilis	61.407307	27.32776	517499.683	6808200.378	1	4.5282	7.5426	11.8263	-1.1565	10.5638	0.3324	2.7811	1.8681	11	2019	9	267	0	5
other_agaricoid	Apioperdon pyriforme	63.16295	27.32811	516526.851	7003787.062	181	19.3087	19.0469	17.6713	9.3279	28.634	1.0778	1.6281	3.0062	9	2023	8	225	0	5
boletus_edulis	Boletus edulis	61.40699	27.32814	517520.15	6808165.169	1	4.5282	7.5426	11.8263	-1.1565	10.5638	0.3324	2.7811	1.8681	11	2019	9	267	1	5
other_agaricoid	Pholiota flammans	60.751896	27.334321	518222.837	6735199.301	1	12.3045	12.7751	15.232	-0.2446	19.7715	5.8136	2.9488	2.2135	6	2024	9	272	0	5
boletus_edulis	Boletus edulis	61.64251	27.3358	517793.973	6834402.335	10	13.3082	12.0199	13.9047	5.0401	21.1468	2.9839	2.3181	1.4699	10	2025	9	246	1	5
boletus_edulis	Boletus edulis	61.47326	27.34089	518162.321	6815550.524	10	15.6637	16.6374	16.2187	9.7223	25.5983	4.7669	2.416	4.2207	7	2020	7	208	1	5
boletus_edulis	Boletus edulis	63.33783	27.34354	517199.724	7023276.23	27	14.3804	14.6921	15.4889	7.1652	21.1298	0.5632	2.3643	2.4236	6	2026	8	238	1	5
boletus_edulis	Boletus edulis	63.33786	27.34598	517321.866	7023280.23	22	14.3804	14.6921	15.4889	7.1652	21.1298	0.5632	2.3643	2.4236	6	2026	8	238	1	5
boletus_edulis	Boletus edulis	60.921988	27.351951	519082.166	6754149.291	100	17.0317	17.1454	18.0282	7.6788	23.1624	0.6219	2.0065	2.1091	9	2024	8	235	1	5
boletus_edulis	Boletus edulis	64.403109	27.356763	517198.154	7141983.25	100	11.5143	11.9429	15.5267	3.8	16.8	2.5788	3.2448	2.505	13	2014	8	241	1	5
other_agaricoid	Lactarius trivialis	61.419786	27.368496	519666.784	6809602.019	100	4.344	6.0136	10.9617	-1.1183	10.3704	0.1435	1.955	1.8698	10	2019	9	269	0	5
other_agaricoid	Amanita muscaria	63.36391	27.37485	518750.29	7026190.877	10	13.7671	14.0427	15.3064	5.8465	21.1387	3.0308	2.7487	2.6679	8	2026	8	236	0	5
boletus_edulis	Boletus edulis	60.76557	27.3759	520480.449	6736734.557	10	17.4506	16.6009	16.9554	8.4063	26.796	3.3778	3.1582	3.8586	5	2020	7	206	1	5
other_agaricoid	Gymnopus acervatus	61.669213	27.378491	520038.849	6837389.299	1	4.4051	4.8479	8.1329	-4.9735	13.1817	2.1759	1.9303	2.908	9	2018	10	283	0	5
boletus_edulis	Boletus edulis	63.29941	27.38018	519059.512	7019005.802	10	18.8118	18.1705	18.1819	11.1582	26.4098	0.653	2.5059	2.601	6	2024	7	204	1	5
boletus_edulis	Boletus edulis	63.29936	27.38133	519117.198	7019000.574	50	18.8118	18.1705	18.1819	11.1582	26.4098	0.653	2.5059	2.601	6	2024	7	204	1	5
other_agaricoid	Bovista plumbea	63.36212	27.38383	519200.667	7025994.091	88	13.8891	13.8281	14.3113	2.3605	20.248	0.1305	1.5807	2.2737	4	2026	8	243	0	5
boletus_edulis	Boletus edulis	60.728732	27.3875	521136.666	6732635.251	1	18.0768	17.1502	17.5857	9.9828	25.2582	0.6894	0.854	3.4805	6	2023	7	201	1	5
other_agaricoid	Mycena rosella	60.565688	27.390645	521416.131	6714476.867	1	13.5882	13.0191	14.5947	2.4551	19.0544	3.6281	2.7585	2.7906	9	2020	9	252	0	5
boletus_edulis	Boletus edulis	63.34904	27.39251	519643.794	7024539.332	10	14.4381	14.1652	14.5104	2.4633	20.2788	1.7547	2.3245	2.6041	5	2026	9	244	1	5
boletus_edulis	Boletus edulis	63.35965	27.39582	519802.147	7025722.529	10	13.672	13.9504	15.2226	5.8305	21.0892	3.0756	2.7481	2.6649	8	2026	8	236	1	5
boletus_edulis	Boletus edulis	63.3596	27.3963	519826.195	7025717.106	110	13.672	13.9504	15.2226	5.8305	21.0892	3.0756	2.7481	2.6649	8	2026	8	236	1	5
boletus_edulis	Boletus edulis	63.36064	27.3991	519965.551	7025833.853	121	13.7476	15.8912	15.9298	1.9524	21.6677	16.0584	8.0292	5.7982	6	2024	9	261	1	5
other_agaricoid	Cortinarius caperatus	61.45572	27.3991	521275.63	6813614.326	15	17.03	16.9338	17.2494	8.5529	24.6901	0.5102	0.9757	2.247	6	2024	8	243	0	5
boletus_edulis	Boletus edulis	63.35959	27.40053	520037.819	7025717.307	230	13.672	13.9504	15.2226	5.8305	21.0892	3.0756	2.7481	2.6649	8	2026	8	236	1	5
boletus_edulis	Boletus edulis	63.36106	27.40254	520137.347	7025881.726	10	15.4563	14.4893	15.9298	8.5327	19.6789	2.9519	2.0864	1.5779	5	2023	9	247	1	5
